,Unnamed: 0,original,Texto,endereço,tipo,resultado,pre
2997,1928,"OBS.: Constituem prerrogativas do membro do Ministério Público do Trabalho: o exercício de suas atividades como custos legis perante o Poder Judiciário, os membros do Ministério Público da União NÃO devem obrigatoriamente observar as resoluções e orientações da respectiva Câmara de Coordenação e Revisão.","OBS.: Constituem prerrogativas do membro do Ministério Público do Trabalho: o exercício de suas atividades como custos legis perante o Poder Judiciário, os membros do Ministério Público da União NÃO devem obrigatoriamente observar as resoluções e orientações da respectiva Câmara de Coordenação e Revisão.","cf88,3,15,28,,131,892,,",questao,1332,".: constituem prerrogativas do membro do ministério público do trabalho: o exercício de suas atividades como custos legis perante o poder judiciário, os membros do ministério público da união não devem obrigatoriamente ervar as resoluções e orientações da respectiva câmara de coordenação e revisão."
2998,1929,"OBS.: De acordo com a CF, são princípios institucionais do MP a independência funcional, a indivisibilidade e a unidade.","OBS.: De acordo com a CF, são princípios institucionais do MP a independência funcional, a indivisibilidade e a unidade.","cf88,3,15,28,,131,892,,",questao,1332,".: de acordo com a cf, são princípios institucionais do mp a independência funcional, a indivisibilidade e a unidade."
2999,1930,"OBS.: no exercício de suas atividades funcionais típicas, os membros do Ministério Público não estão subordinados a qualquer órgão ou poder, nem mesmo às resoluções editadas pelo Procurador-Geral de Justiça, submetendo-se, assim, apenas à sua consciência e aos limites constitucionais e legais;","OBS.: no exercício de suas atividades funcionais típicas, os membros do Ministério Público não estão subordinados a qualquer órgão ou poder, nem mesmo às resoluções editadas pelo Procurador-Geral de Justiça, submetendo-se, assim, apenas à sua consciência e aos limites constitucionais e legais;","cf88,3,15,28,,131,892,,",questao,1332,".: no exercício de suas atividades funcionais típicas, os membros do ministério público não estão subordinados a qualquer órgão ou poder, nem mesmo às resoluções editadas pelo procuradorgeral de justiça, submetendose, assim, apenas à sua consciência e aos limites constitucionais e legais;"
3000,1931,"OBS.: O princípio da independência funcional significa, entre outras considerações, que cada membro e cada órgão do Ministério Público gozam de independência para exercer suas funções em face dos outros membros e órgãos da mesma instituição.","OBS.: O princípio da independência funcional significa, entre outras considerações, que cada membro e cada órgão do Ministério Público gozam de independência para exercer suas funções em face dos outros membros e órgãos da mesma instituição.","cf88,3,15,28,,131,892,,",questao,1332,".: o princípio da independência funcional significa, entre outras considerações, que cada membro e cada órgão do ministério público gozam de independência para exercer suas funções em face dos outros membros e órgãos da mesma instituição."
3001,1932,"OBS.: De acordo com a doutrina dominante, com fundamento no princípio da independência funcional, não há óbice a que um membro do MP assuma posicionamento contrário ao adotado pelo seu antecessor na mesma relação processual.","OBS.: De acordo com a doutrina dominante, com fundamento no princípio da independência funcional, não há óbice a que um membro do MP assuma posicionamento contrário ao adotado pelo seu antecessor na mesma relação processual.","cf88,3,15,28,,131,892,,",questao,1332,".: de acordo com a doutrina dominante, com fundamento no princípio da independência funcional, não há óbice a que um membro do mp assuma posicionamento contrário ao adotado pelo seu antecessor na mesma relação processual."
3002,1933,"OBS.: O membro do Ministério Público que deixa de se manifestar em processo judicial, embora solicitado pelo juiz, por entender que o interesse envolvido na causa não justifica sua intervenção age amparado por sua independência funcional.","OBS.: O membro do Ministério Público que deixa de se manifestar em processo judicial, embora solicitado pelo juiz, por entender que o interesse envolvido na causa não justifica sua intervenção age amparado por sua independência funcional.","cf88,3,15,28,,131,892,,",questao,1332,".: o membro do ministério público que deixa de se manifestar em processo judicial, embora solicitado pelo juiz, por entender que o interesse envolvido na causa não justifica sua intervenção age amparado por sua independência funcional."
3003,1934,"OBS.: No Ministério Público, NÃO existe hierarquia funcional entre a chefia do Ministério Público e seus membros, NÃO HAVENDO NECESSIDADE DOS pareceres e pronunciamentos ministeriais ser aprovados pela chefia da instituição.","OBS.: No Ministério Público, NÃO existe hierarquia funcional entre a chefia do Ministério Público e seus membros, NÃO HAVENDO NECESSIDADE DOS pareceres e pronunciamentos ministeriais ser aprovados pela chefia da instituição.","cf88,3,15,28,,131,892,,",questao,1332,".: no ministério público, não existe hierarquia funcional entre a chefia do ministério público e seus membros, não havendo necessidade dos pareceres e pronunciamentos ministeriais ser aprovados pela chefia da instituição."
3004,1935,"OBS.: MESMO DIANTE DO princípio da unidade, NÃO É PERMITIDO A qualquer membro do Ministério Público exercer quaisquer das atribuições previstas na legislação constitucional e infraconstitucional.","OBS.: MESMO DIANTE DO princípio da unidade, NÃO É PERMITIDO A qualquer membro do Ministério Público exercer quaisquer das atribuições previstas na legislação constitucional e infraconstitucional.","cf88,3,15,28,,131,892,,",questao,1332,".: mesmo diante do princípio da unidade, não é permitido a qualquer membro do ministério público exercer quaisquer das atribuições previstas na legislação constitucional e infraconstitucional."
3005,1936,"OBS.: O princípio da unidade, segundo o qual o MP constitui uma instituição única, NÃO autoriza que integrantes do MP do trabalho exerçam, MESMO EM situações excepcionais, atribuições inerentes aos MPEs e vice-versa.","OBS.: O princípio da unidade, segundo o qual o MP constitui uma instituição única, NÃO autoriza que integrantes do MP do trabalho exerçam, MESMO EM situações excepcionais, atribuições inerentes aos MPEs e vice-versa.","cf88,3,15,28,,131,892,,",questao,1332,".: o princípio da unidade, segundo o qual o mp constitui uma instituição única, não autoriza que integrantes do mp do trabalho exerçam, mesmo em situações excepcionais, atribuições inerentes aos mpes e viceversa."
3006,1937,"OBS.: O princípio da unidade não é violado na hipótese de dois membros do Ministério Público atuarem de maneira diversa no mesmo feito: enquanto um, apesar de ter denunciado o acusado, no desenrolar da instrução, pugna por sua absolvição, acolhida pelo juiz, outro interpõe apelação da sentença absolutória.","OBS.: O princípio da unidade não é violado na hipótese de dois membros do Ministério Público atuarem de maneira diversa no mesmo feito: enquanto um, apesar de ter denunciado o acusado, no desenrolar da instrução, pugna por sua absolvição, acolhida pelo juiz, outro interpõe apelação da sentença absolutória.","cf88,3,15,28,,131,892,,",questao,1332,".: o princípio da unidade não é violado na hipótese de dois membros do ministério público atuarem de maneira diversa no mesmo feito: enquanto um, apesar de ter denunciado o acusado, no desenrolar da instrução, pugna por sua absolvição, acolhida pelo juiz, outro interpõe apelação da sentença absolutória."
3007,1938,"OBS.: Os membros do MP não se vinculam aos processos em que atuam, podendo ser substituídos uns pelos outros na forma prevista na lei.","OBS.: Os membros do MP não se vinculam aos processos em que atuam, podendo ser substituídos uns pelos outros na forma prevista na lei.","cf88,3,15,28,,131,892,,",questao,1332,".: os membros do mp não se vinculam aos processos em que atuam, podendo ser substituídos uns pelos outros na forma prevista na lei."
3008,1939,"OBS.: O Ministério Público da União (MPU), quanto à sua posição estatal, NÃO está subordinado à Presidência da República.","OBS.: O Ministério Público da União (MPU), quanto à sua posição estatal, NÃO está subordinado à Presidência da República.","cf88,3,15,28,,131,892,,",questao,1332,".: o ministério público da união (mpu), quanto à sua posição estatal, não está subordinado à presidência da república."
3009,1940,OBS.:NÃO Existe unidade entre o Ministério Público Federal e os Ministérios Públicos Estaduais.,OBS.:NÃO Existe unidade entre o Ministério Público Federal e os Ministérios Públicos Estaduais.,"cf88,3,15,28,,131,892,,",questao,1332,.:não existe unidade entre o ministério público federal e os ministérios públicos estaduais.
3010,1941,"OBS.: O Ministério Público exerce suas funções por meio de órgãos próprios conforme os princípios de unidade, indivisibilidade e independência funcional e com sujeição, em todo caso, a legalidade e imparcialidade.","OBS.: O Ministério Público exerce suas funções por meio de órgãos próprios conforme os princípios de unidade, indivisibilidade e independência funcional e com sujeição, em todo caso, a legalidade e imparcialidade.","cf88,3,15,28,,131,892,,",questao,1332,".: o ministério público exerce suas funções por meio de órgãos próprios conforme os princípios de unidade, indivisibilidade e independência funcional e com sujeição, em todo caso, a legalidade e imparcialidade."
