,Texto,pre
286, Partido político que tomar conhecimento de irregularidade ou ilegalidade na execução de programa governamental que envolva recurso público federal será parte legítima para denunciar esse fato ao Tribunal de Contas da União., partido político que tomar conhecimento de irregularidade ou ilegalidade na execução de programa governamental que envolva recurso público federal será parte legítima para denunciar esse fato ao tribunal de contas da união.
287, O Ministério Público de Contas da União é o órgão integrante do Ministério Público da União que atua na busca da responsabilidade civil dos que fraudarem o emprego de recursos públicos., o ministério público de contas da união é o órgão integrante do ministério público da união que atua na busca da responsabilidade civil dos que fraudarem o emprego de recursos públicos.
288," Membro de tribunal de contas estadual que, no exercício da sua função, cometer ato previsto como crime comum deverá ser processado e julgado originariamente pelo Superior Tribunal de Justiça."," membro de tribunal de contas estadual que, no exercício da sua função, cometer ato previsto como crime comum deverá ser processado e julgado originariamente pelo superior tribunal de justiça."
289," Comissão parlamentar de inquérito que concluir pela existência de indício de crime cometido pelo investigado deverá, pelo respectivo procurador judicial, promover, perante o Poder Judiciário, a responsabilidade criminal do infrator."," comissão parlamentar de inquérito que concluir pela existência de indício de crime cometido pelo investigado deverá, pelo respectivo procurador judicial, promover, perante o poder judiciário, a responsabilidade criminal do infrator."
290, É inconstitucional regulamentação de regime jurídico de servidores militares estaduais por emenda constitucional de origem parlamentar., é inconstitucional regulamentação de regime jurídico de servidores militares estaduais por emenda constitucional de origem parlamentar.
291," Consoante dispositivo constitucional, compete ao STF o processamento de julgamento de descumprimento de tratado de extradição, por ser matéria que ofende a soberania externa."," consoante dispositivo constitucional, compete ao stf o processamento de julgamento de descumprimento de tratado de extradição, por ser matéria que ofende a soberania externa."
292," O Distrito Federal, regido por lei orgânica aprovada pela Câmara Legislativa do Distrito Federal, possui as competências legislativas reservadas tanto aos estados da Federação quanto aos municípios."," o distrito federal, regido por lei orgânica aprovada pela câmara legislativa do distrito federal, possui as competências legislativas reservadas tanto aos estados da federação quanto aos municípios."
293," É constitucional tribunal de contas determinar, nos processos de sua competência, a quebra do sigilo bancário de dados constantes do Banco Central do Brasil."," é constitucional tribunal de contas determinar, nos processos de sua competência, a quebra do sigilo bancário de dados constantes do banco central do brasil."
294," O turismo é fator que possibilita o desenvolvimento socioeconômico e a afirmação de valores culturais nacionais e locais, cabendo ao Distrito Federal desenvolver efetiva infraestrutura turística para promoção, no Brasil e no exterior, do turismo distrital."," o turismo é fator que possibilita o desenvolvimento socioeconômico e a afirmação de valores culturais nacionais e locais, cabendo ao distrito federal desenvolver efetiva infraestrutura turística para promoção, no brasil e no exterior, do turismo distrital."
295,  Os direitos sociais são qualificados como de segunda geração por se identificarem com a igualdade material.,  os direitos sociais são qualificados como de segunda geração por se identificarem com a igualdade material.
296,"  A reserva do possível, que subordina inclusive o mínimo existencial, diz respeito a óbices fáticos e orçamentários que porventura impeçam o Estado de concretizar direitos sociais.","  a reserva do possível, que subordina inclusive o mínimo existencial, diz respeito a óbices fáticos e orçamentários que porventura impeçam o estado de concretizar direitos sociais."
297,"  O direito de associação profissional impede a intromissão estatal no funcionamento de sindicatos, vedando, por exemplo, a exigência de registro de entidades.","  o direito de associação profissional impede a intromissão estatal no funcionamento de sindicatos, vedando, por exemplo, a exigência de registro de entidades."
298,"  O mínimo existencial é um conjunto básico de bens e direitos a ser garantido pelo Estado ao indivíduo, de modo a assegurar-lhe saúde e bem-estar.","  o mínimo existencial é um conjunto básico de bens e direitos a ser garantido pelo estado ao indivíduo, de modo a assegurarlhe saúde e bemestar."
299,"  Os direitos sociais carregam consigo a chamada proibição de retrocesso, consistente no impedimento do Legislativo de reduzir o grau de sua concretização.","  os direitos sociais carregam consigo a chamada proibição de retrocesso, consistente no impedimento do legislativo de reduzir o grau de sua concretização."
300,"  O direito de petição é de natureza administrativa, traduzindo-se em questionamento do cidadão quanto à administração como função avançada do Estado.","  o direito de petição é de natureza administrativa, traduzindose em questionamento do cidadão quanto à administração como função avançada do estado."
